County,2011_count,2012_count,2013_count,2014_count,2011_weight,2012_weight,2013_weight,2014_weight,total_heat,total_heat_norm,Hour,latitude,length_of_encounter_seconds,longitude,Autumn,Spring,Summer,Winter,Elongated-Symmetric,Light-Only,Other,Rounded,Tapered,Unknown
"Acadia Parish, Louisiana",2.0,0.0,0.0,0.0,0.0001985672767,0.0001975490056,0.0001971526554,0.0001968796781,6043.291825032115,0.010379291263628241,22.0,30.31875,303.0,-92.24166665,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"Ada County, Idaho",13.0,15.0,30.0,9.0,0.001287925363,0.001302809515,0.001316326814,0.00133669385,48157.35260141546,0.08270975547878329,16.925373134328357,43.60859252238806,408.56716417910445,-116.24907573432836,22.0,11.0,17.0,17.0,2.0,26.0,9.0,25.0,2.0,3.0
"Adair County, Kentucky",0.0,0.0,0.0,1.0,6.094232413e-05,6.033183657e-05,6.052019104e-05,6.051504556e-05,24787.22417076868,0.04257180138473404,0.0,37.102841,300.0,-85.30635,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Adair County, Missouri",0.0,1.0,0.0,1.0,8.235093539e-05,8.181155086e-05,8.134022539e-05,8.017882243e-05,28486.752250435937,0.048925702634014474,20.0,40.2133333,600.0,-92.64569445000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
"Adair County, Oklahoma",0.0,0.0,0.0,1.0,7.275397172e-05,7.159267477e-05,7.107736304e-05,7.032337139e-05,21330.03538299218,0.03663411536516284,19.0,35.8144444,60.0,-94.6283333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Adams County, Colorado",5.0,8.0,16.0,3.0,0.001451423601,0.001467535121,0.001487301733,0.001507836884,20170.13437523496,0.034641997369698654,14.09375,39.820659259375,936.0,-104.92203682499999,8.0,6.0,14.0,4.0,2.0,11.0,2.0,9.0,3.0,5.0
"Adams County, Idaho",1.0,0.0,0.0,0.0,1.277776333e-05,1.245256244e-05,1.222492669e-05,1.219914453e-05,46956.57483272544,0.08064743206880017,23.0,44.5727778,120.0,-116.675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Adams County, Illinois",6.0,0.0,0.0,0.0,0.0002157262626,0.0002139336208,0.0002120263689,0.0002103857616,16687.815181200844,0.028661150137054683,15.666666666666666,39.98421298333333,1228.3333333333333,-91.38162035,2.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0
"Adams County, Iowa",0.0,1.0,0.0,0.0,1.281948926e-05,1.24589353e-05,1.231353605e-05,1.218029445e-05,64210.94425299728,0.11028163325720465,1.0,40.99,15.0,-94.7405556,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Adams County, Mississippi",0.0,0.0,2.0,0.0,0.0001041061928,0.0001025743187,0.0001016191097,0.0001007599699,19681.337554564307,0.03380249388097722,3.0,31.5602778,75.0,-91.4030556,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"Adams County, Ohio",0.0,0.0,1.0,0.0,9.134447793e-05,9.015362058e-05,8.889100848e-05,8.817439874e-05,11249.731745646632,0.019321298028683376,1.0,38.948959,10800.0,-83.405746,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Adams County, Pennsylvania",3.0,3.0,0.0,0.0,0.0003256997629,0.0003226386279,0.0003200601632,0.0003184187214,12965.22513199949,0.0222676401934008,15.5,39.80888888333333,903.0,-77.16574071666666,3.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0
"Adams County, Washington",0.0,0.0,0.0,2.0,6.058925858e-05,6.036370086e-05,6.043791092e-05,6.024800273e-05,49794.181782995016,0.08552099268464669,20.0,47.1275,3600.0,-118.3788889,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
"Adams County, Wisconsin",2.0,2.0,1.0,1.0,6.666198609e-05,6.505730999e-05,6.45993861e-05,6.322631564e-05,81799.28638867314,0.14048942913334617,17.333333333333332,43.97758768333333,274.5,-89.82877108333332,1.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0
"Addison County, Vermont",1.0,4.0,2.0,0.0,0.000118658913,0.000117576024,0.0001168820715,0.0001160285361,49384.20749197729,0.08481686607612406,18.857142857142858,44.12254747142857,362.85714285714283,-73.16053344285714,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0
"Aiken County, South Carolina",3.0,2.0,2.0,1.0,0.0005186661361,0.0005191392985,0.0005180546075,0.0005159110272,13320.539948872969,0.022877889719881837,15.375,33.5297916875,21702.25,-81.8530555625,2.0,1.0,2.0,3.0,0.0,2.0,2.0,4.0,0.0,0.0
"Aitkin County, Minnesota",0.0,1.0,2.0,0.0,5.190063629e-05,5.109756688e-05,5.022884711e-05,4.979249076e-05,55474.07920351516,0.09527615781351188,19.0,46.586150800000006,70.0,-93.43595973333333,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
"Alachua County, Florida",6.0,6.0,6.0,2.0,0.0008018889033,0.0008014504877,0.0007989874102,0.0008025610777,21726.07929604324,0.03731431669347155,18.3,29.664411640000004,297.5,-82.31969647000001,3.0,5.0,4.0,8.0,2.0,7.0,2.0,7.0,2.0,0.0
"Alamance County, North Carolina",3.0,3.0,2.0,1.0,0.0004900935038,0.0004883679588,0.0004878641336,0.0004881668487,15759.31778768514,0.027066465457936457,10.222222222222221,36.09046298888889,4530.0,-79.4184568,1.0,1.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0
"Alameda County, California",16.0,25.0,18.0,8.0,0.004913757737,0.004950957839,0.004998811448,0.005051168421,11969.86455466565,0.02055811868697807,15.253731343283581,37.72192370298507,667.0746268656717,-122.11289386268658,18.0,13.0,14.0,22.0,4.0,23.0,14.0,14.0,7.0,5.0
"Alamosa County, Colorado",0.0,0.0,1.0,0.0,5.042097065e-05,4.996319834e-05,4.995985442e-05,4.964797347e-05,20016.071135701277,0.034377395347748516,20.0,37.4694444,600.0,-105.8694444,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Albany County, New York",11.0,1.0,14.0,2.0,0.0009776577743,0.0009741644699,0.0009702376517,0.0009649702397,25110.403716963756,0.0431268589158815,15.25,42.669129775,976.6071428571429,-73.80645276428571,7.0,4.0,10.0,7.0,0.0,10.0,1.0,11.0,4.0,2.0
"Albany County, Wyoming",1.0,1.0,1.0,0.0,0.0001182801699,0.0001190417811,0.0001188504651,0.0001181900121,20206.96535557624,0.034705254197857055,11.333333333333334,41.3113889,1000.0,-105.5905556,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0
"Alcona County, Michigan",1.0,0.0,0.0,0.0,3.448166578e-05,3.369010817e-05,3.339939847e-05,3.283055893e-05,17400.55146488923,0.029885267339522962,22.0,44.5877778,3600.0,-83.3163889,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Alcorn County, Mississippi",0.0,3.0,0.0,0.0,0.000119663545,0.0001185638168,0.0001179801946,0.0001170401572,20242.263320929123,0.03476587808861366,15.333333333333334,34.9341667,141.66666666666666,-88.5222222,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
"Alexander County, North Carolina",0.0,1.0,2.0,0.0,0.0001188418651,0.0001176493118,0.0001171289119,0.0001162013285,23875.073225590502,0.04100519156172624,14.0,35.91564816666667,6608.333333333333,-81.14805556666666,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
"Alexandria City, Virginia",4.0,5.0,4.0,1.0,0.0004628978271,0.0004693322352,0.0004735442286,0.0004755718524,25308.514853455395,0.04346711274570614,18.071428571428573,38.8047222,197.64285714285714,-77.0472222,4.0,3.0,3.0,4.0,0.0,8.0,1.0,3.0,1.0,1.0
"Alger County, Michigan",0.0,0.0,1.0,0.0,3.054338002e-05,3.011493543e-05,2.986768265e-05,2.941241078e-05,33481.003923817974,0.05750327827700759,10.0,46.4111111,2.0,-86.6477778,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Allegan County, Michigan",4.0,2.0,2.0,0.0,0.0003567984188,0.0003552835875,0.0003544659108,0.0003561063181,16872.223451476624,0.028977869435746505,19.0,42.59805555,1372.75,-85.77125000000001,2.0,2.0,4.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0
"Allegany County, Maryland",1.0,3.0,1.0,0.0,0.0002393527674,0.0002356268258,0.0002328400741,0.0002294054941,16987.151046185056,0.029175256392101324,21.2,39.6635178,4682.46,-78.8120247,3.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0
"Allegany County, New York",2.0,2.0,1.0,0.0,0.000156632718,0.0001536177163,0.0001515852934,0.0001497073487,24673.645983752464,0.04237673202214706,16.6,42.2869722,184.0,-78.15810142000001,1.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
"Alleghany County, Virginia",2.0,0.0,0.0,1.0,5.187816848e-05,5.109119402e-05,5.039024273e-05,4.902592077e-05,53727.177017881586,0.09227587136057969,12.0,37.809992666666666,66.66666666666667,-79.81345963333332,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
"Allegheny County, Pennsylvania",12.0,42.0,36.0,7.0,0.003942448723,0.003922209849,0.003904191575,0.003873776611,22324.267558468684,0.038341698853055474,17.670103092783506,40.44934934536083,641.6082474226804,-79.96132833917525,29.0,15.0,34.0,19.0,5.0,40.0,8.0,28.0,6.0,10.0
"Allen County, Indiana",2.0,8.0,12.0,5.0,0.001152194126,0.001149950169,0.001149880465,0.001147175129,23580.615703231284,0.04049946380972968,18.25925925925926,41.14181467407408,995.2222222222222,-85.13506856666666,9.0,5.0,7.0,6.0,0.0,11.0,0.0,8.0,4.0,4.0
"Allen County, Kentucky",0.0,1.0,0.0,0.0,6.475864179e-05,6.446782072e-05,6.429241797e-05,6.438245398e-05,12409.291815130557,0.02131283046618613,21.0,36.7533333,3600.0,-86.1905556,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Allen County, Ohio",0.0,4.0,2.0,1.0,0.0003401882893,0.0003353524775,0.000332459144,0.000329398894,20111.72491039708,0.03454167971738971,19.142857142857142,40.77730904285714,1240.0,-84.05598352857143,2.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
"Alpena County, Michigan",0.0,3.0,0.0,0.0,9.417221204e-05,9.293537263e-05,9.163789856e-05,9.073800985e-05,25824.397450419954,0.04435313577533265,14.0,45.20055556666667,2460.0,-83.57129626666666,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"Amherst County, Virginia",3.0,0.0,1.0,0.0,0.0001032042708,0.0001039731608,0.0001022710214,0.0001010301545,27219.07955625509,0.046748487880731986,19.25,37.469374975,330.0,-79.10541665,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
"Anchorage Municipality, Alaska",2.0,20.0,12.0,9.0,0.0009506996145,0.0009503682221,0.0009529999671,0.0009421679243,45018.27976738538,0.07731843032265151,15.883720930232558,61.22923776744186,756.6279069767442,-149.86735144186048,16.0,8.0,2.0,17.0,3.0,22.0,3.0,9.0,2.0,4.0
"Anderson County, South Carolina",2.0,2.0,5.0,3.0,0.0006039346768,0.0006016614229,0.0006012936048,0.000602552286,20429.909629922415,0.035088158685343866,18.583333333333332,34.509791641666666,543.0833333333334,-82.60138890833333,2.0,6.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,0.0
"Anderson County, Tennessee",0.0,0.0,1.0,3.0,0.0002413973379,0.0002396990813,0.0002382927141,0.0002361192648,23254.684798704053,0.03993968084907678,13.25,36.098819425,225.0,-84.1797222,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
"Anderson County, Texas",0.0,0.0,0.0,1.0,0.0001874264536,0.0001850008503,0.0001834213696,0.0001816802289,8256.264366694662,0.014180048737094319,6.0,31.7619444,300.0,-95.6305556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Andrew County, Missouri",0.0,1.0,1.0,1.0,5.520340405e-05,5.516026317e-05,5.476374744e-05,5.42945186e-05,60390.547420405404,0.1037201411737236,6.666666666666667,39.9416667,18.0,-94.83,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
"Androscoggin County, Maine",4.0,8.0,8.0,0.0,0.000344845545,0.0003424964501,0.00033932004,0.0003372845115,49222.52471830307,0.08453917758302087,15.7,44.144225289999994,1192.9,-70.20599804999999,7.0,0.0,7.0,6.0,1.0,9.0,0.0,9.0,1.0,0.0
"Angelina County, Texas",0.0,1.0,0.0,0.0,0.0002801960325,0.0002788411686,0.0002763092931,0.0002751075171,2869.0168098800605,0.004927506725166698,20.0,31.3380556,1200.0,-94.7288889,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Anne Arundel County, Maryland",13.0,12.0,12.0,8.0,0.001748647022,0.001753596737,0.001757683693,0.001756645395,23593.423421278578,0.040521460933132636,14.0,39.03879977555555,603.9111111111112,-76.56848250888889,18.0,6.0,11.0,10.0,2.0,15.0,5.0,16.0,5.0,2.0
"Anoka County, Minnesota",3.0,7.0,10.0,0.0,0.00106851438,0.00107092993,0.001073043494,0.001074049379,16232.968932798794,0.027879956405390337,16.1,45.21279165,1105.15,-93.28933332,4.0,9.0,4.0,3.0,1.0,4.0,5.0,7.0,1.0,2.0
"Antrim County, Michigan",1.0,0.0,0.0,0.0,7.484989723e-05,7.406852969e-05,7.317550604e-05,7.272047345e-05,8016.043070257132,0.013767471142690581,21.0,45.07,1200.0,-85.2644444,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Apache County, Arizona",2.0,0.0,1.0,0.0,0.0002316816159,0.0002301525417,0.0002288716407,0.0002255600774,9548.783175014636,0.016399936434673676,16.0,35.92063076666667,93.33333333333333,-109.27933173333334,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
"Aransas County, Texas",1.0,0.0,0.0,0.0,7.45160898e-05,7.475042538e-05,7.559960488e-05,7.717851776e-05,8051.952291248647,0.01382914485869038,22.0,28.0202778,10800.0,-97.0541667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Arapahoe County, Colorado",9.0,4.0,6.0,2.0,0.001880773781,0.00190070458,0.001925566779,0.001944806911,9213.280168662348,0.015823713488045607,14.761904761904763,39.61661374285715,1258.3809523809523,-104.9910581904762,4.0,8.0,6.0,3.0,4.0,2.0,1.0,11.0,2.0,1.0
"Arenac County, Michigan",0.0,1.0,0.0,0.0,5.018024414e-05,4.939601408e-05,4.877628658e-05,4.812740021e-05,16195.638755474256,0.027815842211571438,23.0,44.0333333,3.0,-84.0227778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Arlington County, Virginia",0.0,0.0,4.0,3.0,0.0006932602617,0.0007056473295,0.0007117040287,0.0007099569097,11958.726687367398,0.02053898951498188,17.571428571428573,38.8902778,300.42857142857144,-77.08444440000001,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0
"Armstrong County, Pennsylvania",3.0,1.0,1.0,0.0,0.0002202262435,0.0002172379471,0.0002150802271,0.0002123116117,16505.4385353392,0.028347920132301183,21.0,40.77422222,19524.4,-79.53583334,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0
"Aroostook County, Maine",2.0,4.0,3.0,0.0,0.0002291331245,0.0002254939832,0.0002217259289,0.0002184096131,32958.41348544842,0.056605734599080706,13.666666666666666,46.73891976666667,2915.0,-68.17688272222222,4.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0
"Ascension Parish, Louisiana",1.0,2.0,1.0,0.0,0.0003533062795,0.0003575746296,0.0003627793673,0.0003684625466,8929.329969015254,0.015336031954234039,20.25,30.234861075,149.0,-90.907222225,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
"Ashland County, Ohio",1.0,0.0,0.0,0.0,0.0001709222439,0.0001696422651,0.0001682090418,0.0001670148654,3510.36814348773,0.006029021013498295,9.0,40.8686111,300.0,-82.3183333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Ashley County, Arkansas",0.0,1.0,0.0,0.0,6.9563543e-05,6.855600844e-05,6.733678232e-05,6.583705195e-05,11669.290820806136,0.020041886404929106,22.0,33.1869444,180.0,-91.5294444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ashtabula County, Ohio",1.0,7.0,3.0,0.0,0.0003244511947,0.0003194458266,0.0003156581769,0.0003111111731,28883.587014230838,0.0496072622403038,18.636363636363637,41.76154518181818,368.45454545454544,-80.77048834545454,2.0,1.0,6.0,2.0,1.0,8.0,1.0,0.0,0.0,1.0
"Asotin County, Washington",0.0,0.0,3.0,1.0,7.052002968e-05,6.981146126e-05,7.002987385e-05,6.971388542e-05,64355.37753610252,0.11052969592849611,20.5,46.4163889,1100.0,-117.0441667,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
"Atascosa County, Texas",1.0,1.0,0.0,0.0,0.0001460535902,0.0001479713651,0.0001488035925,0.0001499052746,9514.532585103887,0.016341111400416313,20.0,29.11680555,150.0,-98.605,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Atchison County, Missouri",0.0,2.0,0.0,0.0,1.788758479e-05,1.756678013e-05,1.715856912e-05,1.682998126e-05,91081.00563446856,0.15643068602918084,16.0,40.5347222,902.5,-95.3188889,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Athens County, Ohio",2.0,2.0,3.0,1.0,0.0002088832102,0.0002058751432,0.0002044154581,0.0002035274736,35562.54395283356,0.06107830176810619,16.875,39.335902787500004,101.0,-82.1388194375,3.0,1.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,2.0
"Atkinson County, Georgia",0.0,2.0,0.0,0.0,2.683298203e-05,2.630396699e-05,2.615241889e-05,2.58089035e-05,60827.32694305286,0.10447030549058951,21.0,31.2815278,180.0,-82.7565278,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
"Atlantic County, New Jersey",7.0,7.0,4.0,2.0,0.0008814474111,0.0008750856631,0.0008680995443,0.0008563529274,19275.258571450187,0.03310505742352846,14.6,39.423397879999996,588.45,-74.56340596999999,6.0,6.0,5.0,3.0,0.0,8.0,2.0,3.0,4.0,3.0
"Atoka County, Oklahoma",0.0,0.0,1.0,0.0,4.547805291e-05,4.470559138e-05,4.399138128e-05,4.374475622e-05,22731.725417647536,0.03904150351589736,21.0,34.2986111,45.0,-95.9877778,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Audrain County, Missouri",0.0,1.0,0.0,0.0,8.19336761e-05,8.133040016e-05,8.084021545e-05,8.110561811e-05,9836.420310562506,0.016893950242797395,21.0,39.1697222,3600.0,-91.8827778,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Auglaize County, Ohio",0.0,1.0,0.0,0.0,0.000146814286,0.0001458428309,0.0001449427562,0.000143691031,5485.3570454109995,0.009421044044817983,22.0,40.5677778,120.0,-84.1936111,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Augusta County, Virginia",0.0,2.0,1.0,0.0,0.0002363870168,0.0002344828979,0.0002336818629,0.0002321104808,11102.847628677908,0.019069026075556057,15.333333333333334,38.107267533333335,2480.0,-79.03436046666667,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
"Autauga County, Alabama",0.0,0.0,2.0,0.0,0.0001772613754,0.0001751069899,0.0001731901535,0.0001724562556,11548.000620023702,0.019833571738387557,23.0,32.4638889,360.0,-86.4597222,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Avery County, North Carolina",1.0,0.0,1.0,0.0,5.703613524e-05,5.611619171e-05,5.586819978e-05,5.545065695e-05,28418.916980998845,0.048809196259704056,20.5,36.11222225,3450.0,-81.8530556,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"Avoyelles Parish, Louisiana",1.0,1.0,2.0,0.0,0.0001341488617,0.0001324662042,0.0001306196865,0.0001290853594,25823.547110615502,0.044351675325505144,11.0,31.0607639,557.5,-92.07256945,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0
"Baker County, Florida",1.0,0.0,1.0,0.0,8.681881947e-05,8.620244929e-05,8.547321898e-05,8.520865256e-05,18610.51507527462,0.03196336733769977,15.0,30.275784,170.0,-82.161518,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
"Baker County, Oregon",1.0,0.0,1.0,0.0,5.155078042e-05,5.096055045e-05,5.068455238e-05,5.031400969e-05,31368.886363645084,0.05387573819210663,9.0,44.760416649999996,125.0,-118.0172222,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"Baldwin County, Alabama",2.0,6.0,12.0,2.0,0.0005987927585,0.0006058834406,0.00061673695,0.0006257693033,34177.6890005766,0.05869982769743254,17.0,30.456343254545455,8910.954545454546,-87.73557407727273,3.0,8.0,6.0,5.0,2.0,7.0,1.0,6.0,5.0,1.0
"Baltimore City, Maryland",4.0,9.0,9.0,1.0,0.001991321816,0.001984810359,0.001969630947,0.001959110981,10167.81753752951,0.017463121555756616,14.91304347826087,39.29300919130434,707.304347826087,-76.60918386956521,11.0,4.0,3.0,5.0,1.0,3.0,4.0,12.0,2.0,1.0
"Baltimore County, Maryland",8.0,12.0,12.0,2.0,0.002609350227,0.002606858551,0.002602184667,0.002591867381,11291.108179105546,0.019392361625602747,16.441176470588236,39.38283305588236,757.8235294117648,-76.56307010294118,9.0,11.0,8.0,6.0,1.0,15.0,2.0,5.0,5.0,6.0
"Bandera County, Texas",2.0,0.0,2.0,0.0,6.593017749e-05,6.561174854e-05,6.505509136e-05,6.538779167e-05,48944.24750698716,0.0840612393480486,15.75,29.725625,260.0,-99.038888875,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0
"Bannock County, Idaho",2.0,0.0,0.0,0.0,0.0002684614174,0.0002668793162,0.0002641033541,0.0002624434039,4469.916055803406,0.007677034637807741,0.0,42.8713889,540.0,-112.4447222,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Baraga County, Michigan",2.0,0.0,0.0,0.0,2.836079296e-05,2.780477479e-05,2.758915632e-05,2.717553442e-05,42311.934003131624,0.07267030943745381,23.0,46.7566667,30.0,-88.4527778,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Barber County, Kansas",1.0,0.0,0.0,0.0,1.580128834e-05,1.550834734e-05,1.553511911e-05,1.533454145e-05,37971.58732184746,0.06521580886153115,21.0,37.0902778,120.0,-98.3980556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Barbour County, Alabama",1.0,1.0,1.0,0.0,8.775604803e-05,8.657207499e-05,8.524536635e-05,8.40556559e-05,27808.83358379396,0.04776138432904991,6.666666666666667,31.8911111,149.33333333333334,-85.1455556,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"Barbour County, West Virginia",0.0,2.0,0.0,0.0,5.328080163e-05,5.375186179e-05,5.33903024e-05,5.31006801e-05,29766.410812911865,0.05112350299224273,20.5,39.088611099999994,175.0,-79.98819445000001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Barnstable County, Massachusetts",15.0,28.0,21.0,2.0,0.0006912253202,0.0006844065973,0.0006788679325,0.0006732275256,81139.43644922713,0.13935614368063495,16.045454545454547,41.73060752575758,4159.984848484848,-70.28016657878787,17.0,13.0,24.0,12.0,3.0,24.0,8.0,17.0,9.0,5.0
"Barren County, Kentucky",0.0,1.0,0.0,0.0,0.000135837157,0.0001357641576,0.0001358792848,0.0001351990692,5892.571457313709,0.010120430589478657,21.0,36.9958333,60.0,-85.9119444,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Barron County, Wisconsin",1.0,4.0,0.0,0.0,0.0001472925293,0.0001458651359,0.0001442465398,0.000142472059,26011.599358240677,0.04467465311764102,14.0,45.446777780000005,1885.0,-91.7427778,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0
"Barrow County, Georgia",1.0,1.0,0.0,0.0,0.000224177368,0.0002234801605,0.0002254443573,0.0002288682667,6256.188264564835,0.010744938698648107,20.5,33.9484722,750.0,-83.6552778,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"Barry County, Michigan",1.0,2.0,0.0,0.0,0.000189124378,0.0001880725673,0.0001869973901,0.0001862859322,11679.869881618473,0.02006005583255993,16.333333333333332,42.59714116666667,1206.6666666666667,-85.32990963333333,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
"Barton County, Kansas",1.0,0.0,0.0,0.0,8.889869655e-05,8.769051138e-05,8.684666402e-05,8.587468878e-05,6749.25531290031,0.011591776259259234,22.0,38.5180556,5.0,-98.7777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Barton County, Missouri",0.0,1.0,0.0,0.0,3.961395504e-05,3.917395156e-05,3.852924733e-05,3.764047144e-05,20421.733528074034,0.03507411631490365,23.0,37.3930556,2.0,-94.0936111,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Bartow County, Georgia",0.0,1.0,3.0,0.0,0.0003213410082,0.0003194075894,0.0003193639468,0.0003180417198,11898.308275598843,0.020435221517078137,17.25,34.1829861,360.0,-84.83604167499999,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
"Bastrop County, Texas",1.0,0.0,3.0,1.0,0.0002409030462,0.0002381823414,0.0002399224934,0.0002442247999,21136.549036261935,0.036301804563965034,19.2,30.06510204,2928.0,-97.24655668,0.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0
"Bates County, Missouri",1.0,1.0,0.0,0.0,5.445233733e-05,5.294569539e-05,5.198837578e-05,5.188484983e-05,26128.63212775177,0.044875655689966445,19.5,38.20916665,600.0,-94.35444444999999,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"Bath County, Kentucky",0.0,1.0,0.0,0.0,3.760148139e-05,3.753612733e-05,3.789632335e-05,3.81085818e-05,21312.800677778392,0.036604514937045876,14.0,38.12,1800.0,-83.6147222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Bath County, Virginia",0.0,1.0,0.0,0.0,1.494109226e-05,1.479140094e-05,1.45319346e-05,1.424752007e-05,54085.47866731006,0.09289125074111074,1.0,38.111733,180.0,-79.650211,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Baxter County, Arkansas",1.0,3.0,3.0,0.0,0.0001327173414,0.0001308984814,0.0001296956175,0.0001284570233,45986.787778985396,0.07898183282489632,21.857142857142858,36.327817485714284,1522.857142857143,-92.40055555714287,3.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0
