id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6606,Guesthouse in Seattle · ★4.60 · 1 bedroom · 1 bed · 1 bath,14942,Joyce,Other neighborhoods,Wallingford,47.65444,-122.33629,Entire home/apt,99,30,160,2023-08-05,0.91,2,177,1,str-opli-19-002622
9419,Rental unit in Seattle · ★4.72 · 1 bedroom · 1 bed · 3 shared baths,30559,Angielena,Other neighborhoods,Georgetown,47.55017,-122.31937,Private room,67,2,194,2023-09-22,1.19,9,364,21,STR-OPLI-19-003039
9531,Home in Seattle · ★4.97 · 2 bedrooms · 3 beds · 1 bath,31481,Cassie,West Seattle,Fairmount Park,47.55495,-122.38663,Entire home/apt,184,3,86,2023-12-08,0.59,2,338,16,STR-OPLI-19-002182
9534,Guest suite in Seattle · ★4.99 · 2 bedrooms · 2 beds · 1 bath,31481,Cassie,West Seattle,Fairmount Park,47.55627,-122.38607,Entire home/apt,155,2,76,2023-09-16,0.52,2,106,5,STR-OPLI-19-002182
9596,Rental unit in Seattle · ★4.56 · 1 bedroom · 4 beds · 1 bath,14942,Joyce,Other neighborhoods,Wallingford,47.65608,-122.33602,Entire home/apt,,30,96,2020-09-28,0.63,2,0,0,STR -OPLI-19-002622
9909,Home in Seattle · ★4.80 · 2 bedrooms · 2 beds · 1 bath,33360,Laura,West Seattle,Fairmount Park,47.56612,-122.37273,Entire home/apt,228,3,82,2023-02-06,0.48,9,361,1,STR-OPLI-19-000033
25002,Guest suite in Seattle · ★4.93 · 1 bedroom · 2 beds · 1 bath,102684,Amanda,Ballard,Whittier Heights,47.67947,-122.37196,Entire home/apt,94,2,1032,2023-11-29,6.20,1,162,71,STR-OPLI-19-002617
37234,Home in Seattle · ★4.17 · 1 bedroom · 2 beds · 1 bath,160789,Darrell,Ballard,Sunset Hill,47.68897,-122.39424,Entire home/apt,130,3,6,2023-08-26,0.07,2,353,2,STR-OPLI-19-002333
68508,Rental unit in Seattle · ★4.63 · 2 bedrooms · 2 beds · 1 bath,340192,Angela,Cascade,Eastlake,47.63815,-122.32344,Entire home/apt,225,30,8,2023-09-28,0.31,2,76,7,STR-OPLI-19-002747
116221,Rental unit in Seattle · ★4.74 · 1 bedroom · 1 bed · 1 bath,587302,Danni,Other neighborhoods,Fremont,47.65474,-122.35546,Entire home/apt,,90,48,2022-03-26,0.32,1,0,0,
119103,Guesthouse in Seattle · ★4.94 · 2 bedrooms · 2 beds · 1 bath,601600,Hal,Other neighborhoods,Fremont,47.65244,-122.35108,Entire home/apt,108,3,543,2023-10-31,3.56,2,0,36,STR-OPLI-19-000772
132120,Rental unit in Seattle · ★4.68 · 1 bedroom · 1 bed · 1 bath,378445,Ralph,Other neighborhoods,Wallingford,47.66938,-122.33516,Entire home/apt,75,30,123,2020-08-03,0.81,1,354,0,STR-OPLI-19-001229
132160,Guest suite in Seattle · ★4.87 · 2 bedrooms · 2 beds · 1 bath,558743,Natalie,Other neighborhoods,Green Lake,47.68205,-122.34275,Entire home/apt,173,3,381,2023-11-22,2.53,2,178,17,STR-OPLI-19-000659
151545,Rental unit in Seattle · ★4.93 · 3 bedrooms · 3 beds · 1.5 baths,306615,Tara,Capitol Hill,Portage Bay,47.65062,-122.32008,Entire home/apt,299,90,48,2022-09-25,0.32,3,89,0,STR-OPLI-19-002004
202251,Home in Seattle · ★4.45 · 3 bedrooms · 3 beds · 1 bath,601266,Tim And Pam,Other neighborhoods,Phinney Ridge,47.67757,-122.36172,Entire home/apt,125,30,33,2023-12-15,0.29,1,179,3,
210316,Home in Seattle · ★4.76 · 1 bedroom · 1 bed · 4 shared baths,2438665,Flor,Other neighborhoods,Crown Hill,47.70085,-122.367,Private room,60,30,76,2023-08-12,0.65,4,262,1,STR-OPLI-19-002472
215882,Bungalow in Seattle · ★4.89 · 1 bedroom · 1 bed · 1 bath,971336,Julie,Rainier Valley,Columbia City,47.56173,-122.28351,Entire home/apt,121,2,418,2023-11-26,2.83,1,90,34,STR-OPLI-22-002017
226536,Cottage in Seattle · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,209571,Cheryl,Magnolia,Lawton Park,47.66133,-122.40088,Private room,63,1,366,2023-12-11,2.48,1,162,50,STR-OPLI-19-000684
226677,Rental unit in Seattle · ★4.81 · 1 bedroom · 1 bed · 3 shared baths,30559,Angielena,Other neighborhoods,Georgetown,47.54971,-122.31753,Private room,60,2,270,2023-12-15,1.83,9,0,29,STR-OPLI-19-003039
240920,Home in Seattle · ★4.86 · 1 bedroom · 2 beds · 1 private bath,946910,Nathan,Other neighborhoods,Wallingford,47.66848,-122.3376,Private room,80,30,16,2018-08-06,0.12,1,358,0,
241016,Home in Seattle · ★4.78 · 3 bedrooms · 3 beds · 1 bath,956883,Maija,Queen Anne,North Queen Anne,47.6411,-122.37446,Entire home/apt,285,2,140,2023-11-25,1.15,3,0,15,STR-OPLI-21-000431
241032,Rental unit in Seattle · ★4.74 · 1 bedroom · 1 bed · 1 bath,956883,Maija,Queen Anne,West Queen Anne,47.63626,-122.37083,Entire home/apt,145,4,357,2023-09-26,2.42,3,260,32,STR-OPLI-21-000431
254340,Rental unit in Seattle · ★4.91 · 1 bedroom · 1 bed · 1 bath,1336214,Kim,Other neighborhoods,Phinney Ridge,47.67632,-122.36019,Entire home/apt,95,30,161,2019-10-31,1.10,1,78,0,
260613,Guest suite in Seattle · ★4.91 · 1 bedroom · 1 bed · 1 bath,1387754,Dot & Lucy,Ballard,Whittier Heights,47.687,-122.36697,Entire home/apt,125,30,124,2023-11-08,0.86,1,0,18,STR-OPLI-19-003396
261912,Home in Seattle · ★4.81 · 2 bedrooms · 2 beds · 1 bath,558743,Natalie,Other neighborhoods,Green Lake,47.68323,-122.34181,Entire home/apt,186,3,36,2023-11-05,0.25,2,48,1,STR-OPLI-19-000659
284087,Condo in Seattle · ★4.81 · 2 bedrooms · 5 beds · 1 bath,721070,Suzanne,Downtown,First Hill,47.6121,-122.33,Entire home/apt,271,3,310,2023-11-13,2.16,1,0,12,STR-OPLI-19-002053
303277,Condo in Seattle · ★4.83 · 2 bedrooms · 2 beds · 1 bath,1204187,Kara,Cascade,Eastlake,47.64424,-122.32397,Entire home/apt,110,30,12,2021-02-12,0.08,1,365,0,
338091,Condo in Seattle · ★4.63 · 1 bedroom · 1 bed · 1 bath,1717589,Judy,Capitol Hill,Broadway,47.61965,-122.32374,Entire home/apt,314,30,117,2019-10-22,0.82,2,268,0,STR-OPLI-21-000724
340738,Rental unit in Seattle · 2 bedrooms · 2 beds · 1 bath,1729224,Marlow,Capitol Hill,Stevens,47.62376,-122.30494,Entire home/apt,495,100,0,,,6,0,0,
353110,Guesthouse in Seattle · ★4.78 · 1 bedroom · 1 bed · 1 bath,1788284,Eric,West Seattle,North Admiral,47.58037,-122.39163,Entire home/apt,88,30,87,2023-07-31,0.61,1,168,3,
356248,Rental unit in Seattle · ★4.90 · 2 bedrooms · 2 beds · 1 bath,306615,Tara,Capitol Hill,Portage Bay,47.65047,-122.32022,Entire home/apt,229,60,29,2023-08-20,0.33,3,171,1,
356608,Rental unit in Seattle · ★4.85 · 2 bedrooms · 2 beds · 2 baths,1787819,Saint,Downtown,First Hill,47.61401,-122.32235,Entire home/apt,190,30,218,2023-11-26,1.55,2,166,31,STR-OPLI-19-001273
365550,Rental unit in Seattle · ★4.76 · 1 bedroom · 1 bed · 1 private bath,1025723,Dirk & Jaq,Downtown,International District,47.60002,-122.32742,Private room,91,3,844,2023-11-25,5.90,2,35,41,STR-OPLI-19-000427
368403,Home in Seattle · ★4.87 · 6 bedrooms · 7 beds · 3 baths,4186078,Trung,Other neighborhoods,Green Lake,47.68528,-122.33125,Entire home/apt,675,4,46,2023-04-02,0.37,1,345,2,STR-OPLI-19-001130
370361,Guest suite in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,1865986,Sheldon,Other neighborhoods,Phinney Ridge,47.68271,-122.35768,Entire home/apt,92,3,328,2023-12-09,2.30,2,0,34,STR-OPLI-19-001288
387078,Rental unit in Seattle · ★4.78 · 1 bedroom · 1 bed · 1 bath,1121532,Melissa,Capitol Hill,Broadway,47.62361,-122.32577,Entire home/apt,80,30,182,2023-07-06,1.36,10,274,2,STR-OPLI-19-001903
392140,Home in Seattle · ★4.88 · 1 bedroom · 1 bed · 1 private bath,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58576,-122.31581,Private room,80,3,337,2023-10-09,2.38,2,0,19,STR-OPLI-19-001128
392779,Guest suite in Seattle · ★4.78 · 2 bedrooms · 2 beds · 1 bath,437055,Jyoti And Tushar,Beacon Hill,North Beacon Hill,47.57389,-122.31428,Entire home/apt,142,30,205,2023-11-06,1.46,1,179,17,STR-OPLI-21-000037
408526,Home in Seattle · 3 bedrooms · 3 beds · 4 baths,2034501,Vivian,Ballard,West Woodland,47.67532,-122.3747,Entire home/apt,221,30,0,,,1,365,0,
421168,Guesthouse in Seattle · ★4.87 · 1 bedroom · 1 bed · 1 bath,2094547,Samantha & Peter,Other neighborhoods,Greenwood,47.70021,-122.35106,Entire home/apt,98,2,466,2023-12-04,3.34,1,0,39,STR-OPLI-21-000424
430610,Home in Seattle · ★4.89 · 3 bedrooms · 3 beds · 3 baths,165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.65356,-122.33952,Entire home/apt,325,14,135,2023-07-02,0.98,6,129,5,STR-OPLI-19-001606
461234,Rental unit in Seattle · ★4.85 · 1 bedroom · 1 bed · 1 bath,1870781,Diana,Ballard,Whittier Heights,47.68444,-122.37338,Entire home/apt,99,4,369,2023-10-24,2.63,1,338,21,STR-OPLI-19-003175
475361,Place to stay in Seattle · ★4.81 · 1 bedroom · 1 bed · 1 bath,2342082,Marilyn,Lake City,Cedar Park,47.71652,-122.29126,Private room,77,30,116,2022-10-28,0.83,1,179,0,
490076,Rental unit in Seattle · ★4.69 · 1 bedroom · 1 bed · 1 bath,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65617,-122.35262,Entire home/apt,95,5,437,2023-11-24,3.75,3,89,23,STR-OPLI-19-001657
491958,Rental unit in Seattle · ★4.83 · 1 bedroom · 1 bed · 1 bath,2431399,Jay,Rainier Valley,Columbia City,47.56007,-122.27873,Entire home/apt,79,30,420,2022-11-22,3.01,1,137,0,STR-OPLI-19-001047
493591,Home in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,2438665,Flor,Other neighborhoods,Crown Hill,47.7019,-122.36781,Private room,50,30,181,2023-08-13,1.29,4,350,1,STR-OPLI-19-002472
552325,Rental unit in Seattle · ★4.70 · 2 bedrooms · 2 beds · 1 bath,306615,Tara,Capitol Hill,Portage Bay,47.65043,-122.32021,Entire home/apt,199,30,33,2022-09-12,0.26,3,34,0,
564220,Bungalow in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,2774354,Kristin,Rainier Valley,Mount Baker,47.57783,-122.29251,Private room,49,2,255,2023-11-12,1.85,2,0,37,STR-OPLI-19-001749
564428,Bungalow in Seattle · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,2774354,Kristin,Rainier Valley,Mount Baker,47.57796,-122.29373,Private room,49,2,319,2023-12-10,2.29,2,0,44,STR-OPLI-19-001749
565703,Rental unit in Seattle · ★4.67 · 2 bedrooms · 2 beds · 1 bath,2781551,Ron,Central Area,Mann,47.620624,-122.29714,Entire home/apt,116,3,351,2023-11-26,2.69,4,232,21,STR-OPLI-19-001833
566435,Home in Seattle · ★4.85 · 1 bedroom · 1 bed · 4 shared baths,2438665,Flor,Other neighborhoods,Crown Hill,47.70084,-122.36738,Private room,50,30,90,2019-04-28,0.65,4,202,0,STR-OPLI-19-002472
573942,Rental unit in Seattle · ★4.85 · 1 bedroom · 1 bed · 3 shared baths,30559,Angielena,Other neighborhoods,Georgetown,47.54916,-122.31819,Private room,53,2,257,2023-11-20,1.86,9,362,27,STR-OPLI-19-003039
609252,Guest suite in Seattle · ★5.0 · 2 bedrooms · 4 beds · 1 bath,3018655,Louise,Other neighborhoods,Greenwood,47.69647,-122.36322,Entire home/apt,275,30,3,2020-09-26,0.04,1,88,0,STR-OPLI-19-002887
609610,Rental unit in Seattle · ★4.85 · 1 bedroom · 1 bed · 1 bath,3022709,Laura,Rainier Valley,Columbia City,47.56994,-122.29403,Entire home/apt,105,30,36,2023-08-27,0.26,2,353,4,STR-OPLI-22-000371
620518,Rental unit in Seattle · ★3.86 · 1 bedroom · 1 bed · 1 bath,3074414,Melissa,Other neighborhoods,Ravenna,47.67489,-122.29078,Entire home/apt,105,30,14,2023-08-16,0.10,116,312,2,STR-OPLI-19-002570
631445,Rental unit in Seattle · ★4.81 · 1 bedroom · 2 beds · 1 bath,3139639,Alicia,Downtown,Belltown,47.61373,-122.34887,Entire home/apt,121,3,180,2023-12-04,1.30,1,77,7,STR-OPLI-19-003446
635878,Rental unit in Seattle · ★4.20 · 1 bedroom · 2 beds · 1 bath,3074414,Melissa,University District,University District,47.66313,-122.31428,Entire home/apt,129,30,40,2022-09-21,0.32,116,89,0,STR-OPLI-19-002641
637710,Home in Seattle · ★4.81 · 3 bedrooms · 6 beds · 1 bath,3181546,Farhad,Other neighborhoods,Fremont,47.653,-122.35595,Entire home/apt,234,2,153,2023-11-27,1.15,1,245,16,STR-OPLI-19-003215
654734,Condo in Seattle · ★4.58 · 1 bedroom · 3 beds · 1 bath,3294357,Grace,Downtown,First Hill,47.61311,-122.32947,Entire home/apt,168,30,85,2023-12-14,0.62,1,196,3,
661708,Home in Seattle · ★4.72 · 2 bedrooms · 3 beds · 2.5 baths,3340441,Roberta,Central Area,Harrison/Denny-Blaine,47.62563,-122.29181,Entire home/apt,226,3,25,2023-09-24,0.37,1,354,15,STR-OPLI-22-001999
670262,Townhouse in Seattle · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,3396093,Elisa,Other neighborhoods,Greenwood,47.69132,-122.36279,Entire home/apt,120,3,7,2023-11-22,0.05,2,7,3,STR-OPLI-23-001176
677266,Rental unit in Seattle · ★4.67 · 1 bedroom · 1 bed · 3 shared baths,30559,Angielena,Other neighborhoods,Georgetown,47.55041,-122.31857,Private room,60,2,132,2023-09-06,0.96,9,356,11,STR-OPLI-19-003039
677365,Guest suite in Seattle · ★4.91 · 2 bedrooms · 3 beds · 1 bath,926885,Jamie & Kyle,Delridge,South Delridge,47.52957,-122.36013,Entire home/apt,99,1,279,2023-12-17,3.93,2,167,45,STR-OPLI-19-002932
681866,Home in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,103825,Patricia,Central Area,Atlantic,47.59245,-122.30322,Private room,,30,43,2019-11-11,0.31,1,0,0,
689309,Home in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,3520873,Philippe,Other neighborhoods,Broadview,47.72131,-122.35846,Private room,146,30,17,2021-10-01,0.13,1,364,0,STR-OPLI-19-003395
703058,Home in Seattle · ★4.96 · 2 bedrooms · 2 beds · 1 bath,1611114,Craig,Other neighborhoods,Wallingford,47.65144,-122.33734,Entire home/apt,265,4,215,2023-10-24,1.57,1,108,9,STR-OPLI-19-001188
704764,Rental unit in Seattle · ★4.91 · 2 bedrooms · 2 beds · 1 bath,3620313,Catherine,Queen Anne,North Queen Anne,47.64057,-122.36956,Entire home/apt,140,1,348,2023-10-08,2.60,1,0,9,STR-OPLI-19-001424
706385,Rental unit in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,2070664,Gillian,Cascade,Eastlake,47.64307,-122.32556,Entire home/apt,122,30,556,2023-11-19,4.10,1,46,22,STR-OPLI-19-000453
708774,Rental unit in Seattle · ★4.87 · 1 bedroom · 2 beds · 1 bath,316200,William,Cascade,Eastlake,47.64,-122.32412,Entire home/apt,81,30,140,2023-11-01,1.04,7,233,3,
723723,Home in Seattle · ★4.64 · 1 bedroom · 1 bed · 1 bath,3740695,BleuPapillon,Central Area,Harrison/Denny-Blaine,47.61896,-122.28818,Entire home/apt,524,30,50,2017-08-13,0.37,2,20,0,
723846,Guesthouse in Seattle · ★4.88 · Studio · 1 bed · 1 bath,3737272,Cheryl & Steve,Northgate,Maple Leaf,47.69839,-122.31505,Entire home/apt,143,2,185,2023-11-12,1.40,1,363,7,STR-OPLI-19-002418
748526,Guest suite in Seattle · ★4.64 · 1 bedroom · 1 bed · 1 bath,3932149,Amy,Other neighborhoods,Phinney Ridge,47.67846,-122.36325,Entire home/apt,61,30,85,2021-05-31,0.63,1,354,0,
752483,Townhouse in Seattle · ★4.84 · 2 bedrooms · 2 beds · 2 baths,450548,Vaibhav,Capitol Hill,Broadway,47.618918,-122.315682,Entire home/apt,,30,203,2022-11-30,1.52,1,0,0,STR-OPLI-19-000434
757840,Home in Seattle · ★4.94 · 4 bedrooms · 7 beds · 2.5 baths,3991908,Becky,Queen Anne,East Queen Anne,47.63349,-122.35611,Entire home/apt,659,4,486,2023-11-06,3.59,1,301,30,STR-OPLI-19-000945
789229,Rental unit in Seattle · ★4.75 · 1 bedroom · 1 bed · 1 bath,1872473,Trong And Annie,Downtown,Pioneer Square,47.59393,-122.33262,Entire home/apt,,30,122,2019-11-23,0.93,1,0,0,
793629,Home in Seattle · ★4.84 · 1 bedroom · 1 bed · 1 bath,4181120,Candace,Beacon Hill,North Beacon Hill,47.57734,-122.31492,Entire home/apt,121,4,320,2023-10-04,2.39,1,77,9,STR-OPLI-19-003115
797358,Home in Seattle · ★4.91 · 1 bedroom · 1 bed · 1 private bath,4199445,Liam,Rainier Valley,Mount Baker,47.57265,-122.29136,Private room,,2,181,2023-08-17,1.62,2,0,14,STR-OPLI-19-001423
841274,Rental unit in Seattle · ★4.87 · 1 bedroom · 2 beds · 1 bath,4133943,Jill,Rainier Valley,Mount Baker,47.58548,-122.29458,Entire home/apt,109,3,200,2023-11-24,1.53,1,306,24,STR-OPLI-19-002082
844939,Condo in Seattle · ★4.85 · 1 bedroom · 1 bed · 1 bath,4411144,Emma,Downtown,Belltown,47.61503,-122.3475,Entire home/apt,162,2,235,2023-11-24,1.78,2,171,53,STR-OPLI-19-000420
846763,Home in Seattle · ★4.83 · 1 bedroom · 1 bed · 1 private bath,4421734,Tara,Other neighborhoods,Ravenna,47.67995,-122.30859,Private room,60,30,80,2023-11-18,0.60,1,200,5,
850481,Townhouse in Seattle · ★4.80 · 2 bedrooms · 2 beds · 2.5 baths,3396093,Elisa,Other neighborhoods,Greenwood,47.68957,-122.36296,Entire home/apt,167,2,5,2023-11-16,0.05,2,12,2,STR-OPLI-23-001176
877203,Home in Seattle · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,287172,Laura,Central Area,Atlantic,47.60029,-122.30185,Private room,53,30,105,2023-08-31,0.80,2,335,5,STR-OPLI-19-002301
879181,Home in Seattle · ★4.82 · 1 bedroom · 2 beds · 1.5 shared baths,287172,Laura,Central Area,Atlantic,47.60096,-122.3019,Private room,53,30,103,2023-11-08,0.77,2,267,5,STR-OPLI-19-002301
902609,Guest suite in Seattle · ★4.81 · 1 bedroom · 1 bed · 1 bath,3264544,Fabio,Delridge,Highland Park,47.52383,-122.35287,Entire home/apt,68,2,269,2023-12-11,2.06,5,306,38,STR-OPLI-19-002360
904057,Guesthouse in Seattle · ★4.92 · 1 bedroom · 1 bed · 1 bath,4678869,Errin,Ballard,West Woodland,47.66617,-122.36693,Entire home/apt,105,3,530,2023-12-18,4.02,1,0,43,STR-OPLI-19-000380
942490,Home in Seattle · ★4.47 · 1 bedroom · 3 beds · 1 private bath,4705328,Lisa,Other neighborhoods,Greenwood,47.68726,-122.36279,Private room,119,30,137,2023-09-21,1.05,1,365,5,STR-OPLI-20-000322
948077,Guesthouse in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,365687,Erik,Capitol Hill,Broadway,47.62845,-122.32513,Entire home/apt,127,2,536,2023-12-06,4.10,1,334,70,STR-OPLI-21-000042
993804,Condo in Seattle · ★4.20 · 1 bedroom · 1 bed · 1 shared bath,3169976,Valerie,Other neighborhoods,Laurelhurst,47.66308,-122.2838,Private room,45,30,6,2023-09-14,0.05,1,89,1,
1000883,Guesthouse in Seattle · ★4.89 · 1 bedroom · 1 bed · 1 bath,5486919,Nicole,West Seattle,North Admiral,47.58246,-122.39668,Entire home/apt,125,2,238,2023-10-09,1.87,1,77,17,STR-OPLI-19-003112
1012003,Rental unit in Seattle · ★4.94 · 1 bedroom · 2 beds · 1 bath,5567436,Larry & Suzi,Capitol Hill,Broadway,47.63948,-122.32236,Private room,145,30,36,2019-10-20,0.28,1,353,0,STR-OPLI-19-000062
1022135,Townhouse in Seattle · ★4.57 · 1 bedroom · 1 bed · 1.5 baths,5387574,Sara,Northgate,Haller Lake,47.70662,-122.34358,Private room,82,30,7,2018-11-20,0.05,1,173,0,
1023693,Guest suite in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,5635244,Shannon,Ballard,Whittier Heights,47.67936,-122.3704,Entire home/apt,94,1,374,2023-12-13,2.96,2,224,31,STR-OPLI-19-001088
1042022,Rental unit in Seattle · ★4.83 · 1 bedroom · 1 bed · 1 bath,5736221,Lene & Johnny,Capitol Hill,Madison Park,47.63326,-122.28009,Entire home/apt,89,2,385,2023-11-24,2.97,1,280,43,STR-OPLI-19-002937
1048798,Home in Seattle · ★4.96 · 1 bedroom · 2 beds · 2 baths,5774906,Carter,West Seattle,Fauntleroy,47.52586,-122.38272,Entire home/apt,222,2,468,2023-11-25,3.61,1,207,51,STR-OPLI-19-000502
1097520,Guest suite in Seattle · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,6031552,Jeanie,Rainier Valley,Mount Baker,47.56692,-122.28106,Entire home/apt,121,3,320,2023-08-28,2.48,1,262,17,STR-OPLI-19-003217
1100686,Home in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65417,-122.35402,Private room,78,4,367,2023-10-31,3.15,3,89,10,STR-OPLI-19-001657
1112092,Guesthouse in Seattle · ★4.88 · 1 bedroom · 3 beds · 1 bath,5856339,Anne And Peter,Queen Anne,West Queen Anne,47.63555,-122.365,Entire home/apt,175,7,59,2023-08-10,0.46,1,179,5,STR-OPLI-19-002257
1114695,Home in Seattle · ★4.80 · 3 bedrooms · 1 bed · 2.5 baths,165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.66215,-122.33879,Entire home/apt,385,4,79,2023-09-22,0.62,6,102,2,STR-OPLI-19-001606
1122236,Rental unit in Seattle · ★4.74 · 1 bedroom · 1 bed · 1 bath,1121532,Melissa,Capitol Hill,Broadway,47.62383,-122.32381,Entire home/apt,80,30,143,2023-09-18,1.11,10,343,3,STR-OPLI-19-002120
1125133,Rental unit in Seattle · ★4.03 · 1 bedroom · 1 bed · 1 bath,3074414,Melissa,University District,University District,47.65908,-122.31771,Entire home/apt,101,30,37,2022-09-24,0.29,116,365,0,STR-OPLI-20-000157
1146966,Home in Seattle · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65474,-122.3526,Private room,80,5,328,2023-11-13,2.56,3,89,14,STR-OPLI-19-001657
1150519,Home in Seattle · ★4.95 · 3 bedrooms · 4 beds · 1.5 baths,6305984,Sarah,University District,University District,47.67113,-122.31419,Entire home/apt,300,30,19,2022-07-27,0.15,1,187,0,
1157083,Condo in Seattle · ★4.73 · 2 bedrooms · 5 beds · 2 baths,30832,Siena C.C.,Downtown,First Hill,47.61248,-122.32861,Entire home/apt,185,3,104,2023-11-26,0.81,4,221,16,STR-OPLI-19-002769
1159111,Rental unit in Seattle · ★4.77 · 2 bedrooms · 3 beds · 1 bath,1787819,Saint,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,173,30,171,2023-11-24,1.33,2,165,28,STR-OPLI-19-001273
1171574,Guest suite in Seattle · ★4.90 · 1 bedroom · 1 bed · 1 bath,4485958,Phil And Andrea,Central Area,Madrona,47.60962,-122.2952,Entire home/apt,75,3,625,2023-12-11,4.87,2,84,46,STR-OPLI-19-000461
1175308,Home in Seattle · ★4.83 · 2 bedrooms · 3 beds · 1 bath,6432543,Jenny,Ballard,Loyal Heights,47.6781,-122.38932,Entire home/apt,215,4,25,2023-08-21,0.20,1,348,3,STR-OPLI-19-003252
1205666,Home in Seattle · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,6584748,Sean And Karla,West Seattle,Gatewood,47.53029,-122.38604,Private room,99,1,327,2023-10-22,2.54,2,90,22,STR-OPLI-19-001102
1219691,Cottage in Seattle · ★4.90 · 2 bedrooms · 2 beds · 1 bath,6654033,April King,Northgate,Haller Lake,47.73206,-122.33943,Entire home/apt,119,30,67,2023-03-31,0.52,1,172,2,STR-OPLI-20-000033
1246769,Condo in Seattle · ★4.87 · 1 bedroom · 1 bed · 1 bath,1025723,Dirk & Jaq,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,140,3,419,2023-12-09,3.28,2,0,36,STR-OPLI-19-000427
1256892,Guest suite in Seattle · ★4.90 · 1 bedroom · 2 beds · 1 bath,6846442,Laurie,Other neighborhoods,Phinney Ridge,47.67758,-122.35822,Entire home/apt,107,2,281,2023-11-19,2.20,1,238,20,STR-OPLI-19-000499
1260259,Cottage in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,3009864,Jessica,Magnolia,Lawton Park,47.66046,-122.40292,Entire home/apt,155,5,146,2023-08-27,1.14,1,104,11,STR-OPLI-21-000222
1265651,Rental unit in Seattle · ★4.14 · 2 bedrooms · 3 beds · 2 baths,3074414,Melissa,University District,University District,47.66456,-122.3046,Entire home/apt,159,30,29,2022-05-20,0.25,116,78,0,STR-OPLI-19-002570
1299597,Guest suite in Seattle · ★4.97 · 2 bedrooms · 2 beds · 1 bath,7066141,Kimberly,Central Area,Leschi,47.60179,-122.29357,Entire home/apt,125,3,33,2023-12-07,1.74,1,83,21,STR-OPLI-22-000851
1301535,Guest suite in Seattle · ★4.86 · 2 bedrooms · 2 beds · 1 bath,468703,Corinne & Tom,Ballard,Loyal Heights,47.68359,-122.38034,Entire home/apt,111,2,347,2023-11-27,2.98,1,157,16,STR-OPLI-19-000874
1351716,Guesthouse in Seattle · ★4.82 · 1 bedroom · 1 bed · 1 bath,6592975,Huong And Bill,Central Area,Atlantic,47.59674,-122.30964,Entire home/apt,92,30,256,2023-09-16,2.01,1,242,3,19-000920
1356339,Rental unit in Seattle · ★4.73 · 1 bedroom · 1 bed · 1 bath,1121532,Melissa,Capitol Hill,Broadway,47.62235,-122.32594,Entire home/apt,80,30,190,2023-12-07,1.52,10,294,3,STR-OPLI-19-001708
1365882,Condo in Seattle · ★4.0 · 1 bedroom · 1 bed · 1 bath,3074414,Melissa,University District,University District,47.66178,-122.30149,Entire home/apt,128,30,36,2022-12-02,0.29,116,191,0,STR-OPLI-19-002641
1407502,Guest suite in Seattle · ★4.67 · 1 bedroom · 1 bed · 1 private bath,6136210,Nicole,Ballard,West Woodland,47.67306,-122.36651,Private room,70,30,27,2019-09-05,0.23,1,365,0,STR-OPLI-19-003088
1439237,Home in Seattle · ★4.91 · 1 bedroom · 2 beds · 1 shared bath,7730805,Stephanie,Central Area,Leschi,47.6076,-122.29081,Private room,,31,91,2022-04-21,0.72,1,0,0,STR-OPLI-19-001790
1455269,Rental unit in Seattle · ★4.87 · 3 bedrooms · 5 beds · 1 bath,7804761,Yvonne,Rainier Valley,Columbia City,47.56591,-122.28939,Entire home/apt,130,30,232,2023-06-25,1.84,1,176,10,STR-OPLI-19-002382
