id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6606,Guesthouse in Seattle · ★4.60 · 1 bedroom · 1 bed · 1 bath,14942,Joyce,Other neighborhoods,Wallingford,47.65444,-122.33629,Entire home/apt,99,30,160,2023-08-05,0.93,2,177,1,str-opli-19-002622
9419,Rental unit in Seattle · ★4.72 · 1 bedroom · 1 bed · 3 shared baths,30559,Angielena,Other neighborhoods,Georgetown,47.55017,-122.31937,Private room,85,2,193,2023-09-04,1.21,9,365,23,STR-OPLI-19-003039
9531,Home in Seattle · ★4.96 · 2 bedrooms · 3 beds · 1 bath,31481,Cassie,West Seattle,Fairmount Park,47.55495,-122.38663,Entire home/apt,185,3,77,2023-09-09,0.54,2,318,12,STR-OPLI-19-002182
9534,Guest suite in Seattle · ★4.99 · 2 bedrooms · 2 beds · 1 bath,31481,Cassie,West Seattle,Fairmount Park,47.55627,-122.38607,Entire home/apt,155,2,75,2023-05-28,0.53,2,230,7,STR-OPLI-19-002182
9596,Rental unit in Seattle · ★4.56 · 1 bedroom · 4 beds · 1 bath,14942,Joyce,Other neighborhoods,Wallingford,47.65608,-122.33602,Entire home/apt,130,30,97,2020-09-28,0.65,2,0,0,STR -OPLI-19-002622
9909,Home in Seattle · ★4.80 · 2 bedrooms · 2 beds · 1 bath,33360,Laura,West Seattle,Fairmount Park,47.56612,-122.37273,Entire home/apt,196,3,82,2023-02-06,0.49,10,364,1,STR-OPLI-19-000033
25002,Guest suite in Seattle · ★4.93 · 1 bedroom · 2 beds · 1 bath,102684,Amanda,Ballard,Whittier Heights,47.67947,-122.37196,Entire home/apt,89,2,1016,2023-09-08,6.22,1,128,74,STR-OPLI-19-002617
37234,Home in Seattle · ★4.17 · 1 bedroom · 2 beds · 1 bath,160789,Darrell,Ballard,Sunset Hill,47.68897,-122.39424,Entire home/apt,130,3,6,2023-08-26,0.07,2,311,2,STR-OPLI-19-002333
68508,Rental unit in Seattle · ★4.57 · 2 bedrooms · 2 beds · 1 bath,340192,Angela,Cascade,Eastlake,47.63815,-122.32344,Entire home/apt,225,7,7,2023-09-17,0.31,2,58,6,STR-OPLI-19-002747
116221,Rental unit in Seattle · ★4.74 · 1 bedroom · 1 bed · 1 bath,587302,Danni,Other neighborhoods,Fremont,47.65474,-122.35546,Entire home/apt,75,90,48,2022-03-26,0.32,1,0,0,
119103,Guesthouse in Seattle · ★4.94 · 2 bedrooms · 2 beds · 1 bath,601600,Hal,Other neighborhoods,Fremont,47.65244,-122.35108,Entire home/apt,112,3,538,2023-09-10,3.60,2,0,37,STR-OPLI-19-000772
132120,Rental unit in Seattle · ★4.68 · 1 bedroom · 1 bed · 1 bath,378445,Ralph,Other neighborhoods,Wallingford,47.66938,-122.33516,Entire home/apt,75,30,126,2020-08-03,0.84,1,260,0,STR-OPLI-19-001229
132160,Guest suite in Seattle · ★4.85 · 2 bedrooms · 2 beds · 1 bath,558743,Natalie,Other neighborhoods,Green Lake,47.68205,-122.34275,Entire home/apt,149,3,378,2023-09-07,2.56,2,164,19,STR-OPLI-19-000659
151545,Rental unit in Seattle · ★4.93 · 3 bedrooms · 3 beds · 1.5 baths,306615,Tara,Capitol Hill,Portage Bay,47.65062,-122.32008,Entire home/apt,299,90,48,2022-09-25,0.32,3,77,1,STR-OPLI-19-002004
202251,Home in Seattle · ★4.45 · 3 bedrooms · 3 beds · 1 bath,601266,Tim And Pam,Other neighborhoods,Phinney Ridge,47.67757,-122.36172,Entire home/apt,225,30,32,2023-06-30,0.29,1,134,1,
210316,Home in Seattle · ★4.76 · 1 bedroom · 1 bed · 4 shared baths,2438665,Flor,Other neighborhoods,Crown Hill,47.70085,-122.367,Private room,60,30,76,2023-08-12,0.67,4,320,1,STR-OPLI-19-002472
215882,Bungalow in Seattle · ★4.89 · 1 bedroom · 1 bed · 1 bath,971336,Julie,Rainier Valley,Columbia City,47.56173,-122.28351,Entire home/apt,124,2,410,2023-09-12,2.84,1,59,26,STR-OPLI-22-002017
226536,Cottage in Seattle · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,209571,Cheryl,Magnolia,Lawton Park,47.66133,-122.40088,Private room,63,1,355,2023-09-17,2.46,1,0,56,STR-OPLI-19-000684
226677,Rental unit in Seattle · ★4.80 · 1 bedroom · 1 bed · 3 shared baths,30559,Angielena,Beacon Hill,Mid-Beacon Hill,47.55062,-122.31827,Private room,70,2,262,2023-09-01,1.81,9,356,28,STR-OPLI-19-003039
229990,Home in Seattle · ★4.93 · 2 bedrooms · 4 beds · 3 baths,1201633,Wayne,West Seattle,Alki,47.57884,-122.41071,Entire home/apt,196,3,15,2023-08-18,0.24,1,256,3,STR-OPLI-21-001166
241016,Home in Seattle · ★4.77 · 3 bedrooms · 3 beds · 1 bath,956883,Maija,Queen Anne,North Queen Anne,47.6411,-122.37446,Entire home/apt,332,2,138,2023-09-04,1.16,3,309,14,STR-OPLI-21-000431
241032,Rental unit in Seattle · ★4.74 · 1 bedroom · 1 bed · 1 bath,956883,Maija,Queen Anne,West Queen Anne,47.63626,-122.37083,Entire home/apt,144,2,354,2023-09-06,2.45,3,203,32,STR-OPLI-21-000431
254340,Rental unit in Seattle · ★4.91 · 1 bedroom · 1 bed · 1 bath,1336214,Kim,Other neighborhoods,Phinney Ridge,47.67632,-122.36019,Entire home/apt,95,30,161,2019-10-31,1.12,1,0,0,
260613,Guest suite in Seattle · ★4.92 · 1 bedroom · 1 bed · 1 bath,1387754,Dot & Lucy,Ballard,Whittier Heights,47.687,-122.36697,Entire home/apt,125,3,119,2023-09-12,0.85,1,269,18,STR-OPLI-19-003396
261912,Home in Seattle · ★4.81 · 2 bedrooms · 2 beds · 1 bath,558743,Natalie,Other neighborhoods,Green Lake,47.68323,-122.34181,Entire home/apt,204,3,35,2022-11-04,0.25,2,72,3,STR-OPLI-19-000659
278830,Home in Seattle · ★4.68 · 3 bedrooms · 3 beds · 2 baths,1452570,Emily,Queen Anne,West Queen Anne,47.6341,-122.37296,Entire home/apt,406,2,98,2023-08-13,0.72,5,187,11,STR-OPLI-19-002230
284087,Condo in Seattle · ★4.81 · 2 bedrooms · 5 beds · 1 bath,721070,Suzanne,Downtown,First Hill,47.6121,-122.33,Entire home/apt,214,3,306,2023-08-07,2.17,2,311,10,STR-OPLI-19-002053
303277,Condo in Seattle · ★4.83 · 2 bedrooms · 2 beds · 1 bath,1204187,Kara,Cascade,Eastlake,47.64424,-122.32397,Entire home/apt,110,30,12,2021-02-12,0.08,1,315,0,
338091,Condo in Seattle · ★4.63 · 1 bedroom · 1 bed · 1 bath,1717589,Judy,Capitol Hill,Broadway,47.61965,-122.32374,Entire home/apt,360,30,120,2019-10-22,0.86,2,178,0,STR-OPLI-21-000724
340738,Rental unit in Seattle · 2 bedrooms · 2 beds · 1 bath,1729224,Marlow,Capitol Hill,Stevens,47.62376,-122.30494,Entire home/apt,195,100,0,,,6,0,0,
353110,Guesthouse in Seattle · ★4.78 · 1 bedroom · 1 bed · 1 bath,1788284,Eric,West Seattle,North Admiral,47.58037,-122.39163,Entire home/apt,94,30,90,2023-07-31,0.65,1,162,5,
356248,Rental unit in Seattle · ★4.90 · 2 bedrooms · 2 beds · 1 bath,306615,Tara,Capitol Hill,Portage Bay,47.65047,-122.32022,Entire home/apt,199,50,29,2023-08-20,0.34,3,78,2,
356608,Rental unit in Seattle · ★4.85 · 2 bedrooms · 2 beds · 2 baths,1787819,Saint,Downtown,First Hill,47.61401,-122.32235,Entire home/apt,190,2,209,2023-08-29,1.52,2,135,30,STR-OPLI-19-001273
365550,Rental unit in Seattle · ★4.75 · 1 bedroom · 1 bed · 1 private bath,1025723,Dirk & Jaq,Downtown,International District,47.60002,-122.32742,Private room,127,3,833,2023-09-15,5.96,2,68,41,STR-OPLI-19-000427
368403,Home in Seattle · ★4.87 · 6 bedrooms · 7 beds · 3 baths,4186078,Trung,Other neighborhoods,Green Lake,47.68528,-122.33125,Entire home/apt,650,4,46,2023-04-02,0.38,1,334,2,STR-OPLI-19-001130
370361,Guest suite in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,1865986,Sheldon,Other neighborhoods,Phinney Ridge,47.68271,-122.35768,Entire home/apt,117,3,318,2023-09-11,2.28,2,65,32,STR-OPLI-19-001288
387078,Rental unit in Seattle · ★4.78 · 1 bedroom · 1 bed · 1 bath,1121532,Melissa,Capitol Hill,Broadway,47.62361,-122.32577,Entire home/apt,152,30,185,2023-07-06,1.42,10,317,2,STR-OPLI-19-001903
392140,Home in Seattle · ★4.89 · 1 bedroom · 1 bed · 1 private bath,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58576,-122.31581,Private room,80,3,333,2023-09-04,2.41,2,334,23,STR-OPLI-19-001128
392779,Guest suite in Seattle · ★4.78 · 2 bedrooms · 2 beds · 1 bath,437055,Jyoti And Tushar,Beacon Hill,North Beacon Hill,47.57389,-122.31428,Entire home/apt,153,3,203,2023-09-03,1.48,1,174,20,STR-OPLI-21-000037
421168,Guesthouse in Seattle · ★4.87 · 1 bedroom · 1 bed · 1 bath,2094547,Samantha & Peter,Other neighborhoods,Greenwood,47.70021,-122.35106,Entire home/apt,101,2,459,2023-09-04,3.37,1,154,40,STR-OPLI-21-000424
430610,Home in Seattle · ★4.89 · 3 bedrooms · 3 beds · 3 baths,165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.65356,-122.33952,Entire home/apt,333,14,135,2023-07-02,1.00,5,95,9,STR-OPLI-19-001606
447523,Home in Seattle · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,2222321,Deb,Other neighborhoods,Wedgwood,47.68387,-122.29024,Private room,70,3,219,2022-11-15,1.60,2,325,8,STR-OPLI-20-000733
461234,Rental unit in Seattle · ★4.85 · 1 bedroom · 1 bed · 1 bath,1870781,Diana,Ballard,Whittier Heights,47.68444,-122.37338,Entire home/apt,99,4,365,2023-08-31,2.66,1,320,22,STR-OPLI-19-003175
475361,Place to stay in Seattle · ★4.81 · 1 bedroom · 1 bed · 1 bath,2342082,Marilyn,Lake City,Cedar Park,47.71652,-122.29126,Private room,77,30,116,2022-10-28,0.85,1,179,1,
490076,Rental unit in Seattle · ★4.70 · 1 bedroom · 1 bed · 1 bath,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65617,-122.35262,Entire home/apt,106,5,430,2023-09-11,3.79,3,59,22,STR-OPLI-19-001657
491958,Rental unit in Seattle · ★4.83 · 1 bedroom · 1 bed · 1 bath,2431399,Jay,Rainier Valley,Columbia City,47.56007,-122.27873,Entire home/apt,79,2,420,2022-11-22,3.08,1,128,10,STR-OPLI-19-001047
493591,Home in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,2438665,Flor,Other neighborhoods,Crown Hill,47.7019,-122.36781,Private room,50,30,183,2023-08-13,1.34,4,324,1,STR-OPLI-19-002472
552325,Rental unit in Seattle · ★4.70 · 2 bedrooms · 2 beds · 1 bath,306615,Tara,Capitol Hill,Portage Bay,47.65043,-122.32021,Entire home/apt,229,30,33,2022-09-12,0.27,3,65,0,
564220,Bungalow in Seattle · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,2774354,Kristin,Rainier Valley,Mount Baker,47.57783,-122.29251,Private room,60,2,250,2023-08-18,1.85,2,9,40,STR-OPLI-19-001749
564428,Bungalow in Seattle · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,2774354,Kristin,Rainier Valley,Mount Baker,47.57796,-122.29373,Private room,60,2,311,2023-08-20,2.29,2,6,39,STR-OPLI-19-001749
565703,Rental unit in Seattle · ★4.67 · 2 bedrooms · 2 beds · 1 bath,2781551,Ron,Central Area,Mann,47.620624,-122.29714,Entire home/apt,166,3,349,2023-08-29,2.74,4,336,23,STR-OPLI-19-001833
566435,Home in Seattle · ★4.85 · 1 bedroom · 1 bed · 4 shared baths,2438665,Flor,Other neighborhoods,Crown Hill,47.70084,-122.36738,Private room,75,30,90,2019-04-28,0.67,4,229,0,STR-OPLI-19-002472
573942,Rental unit in Seattle · ★4.85 · 1 bedroom · 1 bed · 3 shared baths,30559,Angielena,Other neighborhoods,Georgetown,47.54916,-122.31819,Private room,75,2,255,2023-09-02,1.89,9,357,30,STR-OPLI-19-003039
598023,Home in Seattle · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,2613029,Jeffrey,West Seattle,Genesee,47.56162,-122.38812,Private room,109,3,22,2022-06-16,0.18,1,362,0,STR-OPLI-19-000822
609252,Guest suite in Seattle · ★5.0 · 2 bedrooms · 4 beds · 1 bath,3018655,Louise,Other neighborhoods,Greenwood,47.69647,-122.36322,Entire home/apt,275,30,3,2020-09-26,0.04,1,66,0,STR-OPLI-19-002887
609610,Rental unit in Seattle · ★4.85 · 1 bedroom · 1 bed · 1 bath,3022709,Laura,Rainier Valley,Columbia City,47.56994,-122.29403,Entire home/apt,105,2,36,2023-08-27,0.27,2,260,4,STR-OPLI-22-000371
620518,Rental unit in Seattle · ★3.86 · 1 bedroom · 1 bed · 1 bath,3074414,Melissa,Other neighborhoods,Ravenna,47.67489,-122.29078,Entire home/apt,125,30,14,2023-08-16,0.10,117,365,2,STR-OPLI-19-002570
631445,Rental unit in Seattle · ★4.81 · 1 bedroom · 2 beds · 1 bath,3139639,Alicia,Downtown,Belltown,47.61373,-122.34887,Entire home/apt,125,3,174,2023-06-26,1.29,1,110,3,STR-OPLI-19-003446
635878,Rental unit in Seattle · ★4.20 · 1 bedroom · 2 beds · 1 bath,3074414,Melissa,University District,University District,47.66313,-122.31428,Entire home/apt,129,30,40,2022-09-21,0.32,117,136,2,STR-OPLI-19-002641
637710,Home in Seattle · ★4.81 · 3 bedrooms · 6 beds · 1 bath,3181546,Farhad,Other neighborhoods,Fremont,47.653,-122.35595,Entire home/apt,265,2,152,2023-09-17,1.17,1,350,17,STR-OPLI-19-003215
654734,Condo in Seattle · ★4.58 · 1 bedroom · 3 beds · 1 bath,3294357,Grace,Downtown,First Hill,47.61311,-122.32947,Entire home/apt,168,30,87,2023-08-23,0.65,3,365,4,
661708,Home in Seattle · ★4.75 · 2 bedrooms · 3 beds · 2.5 baths,3340441,Roberta,Central Area,Harrison/Denny-Blaine,47.62563,-122.29181,Entire home/apt,202,3,24,2023-08-29,0.37,1,357,14,STR-OPLI-22-001999
670262,Townhouse in Seattle · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,3396093,Elisa,Other neighborhoods,Greenwood,47.69132,-122.36279,Entire home/apt,160,3,4,2016-03-13,0.03,1,4,0,STR-OPLI-23-001176
677266,Rental unit in Seattle · ★4.66 · 1 bedroom · 1 bed · 3 shared baths,30559,Angielena,Other neighborhoods,Georgetown,47.55041,-122.31857,Private room,88,2,131,2023-08-27,0.98,9,365,10,STR-OPLI-19-003039
677365,Guest suite in Seattle · ★4.91 · 2 bedrooms · 3 beds · 1 bath,926885,Jamie & Kyle,Delridge,South Delridge,47.52957,-122.36013,Entire home/apt,121,1,268,2023-09-14,3.94,2,106,44,STR-OPLI-19-002932
681866,Home in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,103825,Patricia,Central Area,Atlantic,47.59245,-122.30322,Private room,60,30,43,2019-11-11,0.32,1,0,0,
689309,Home in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,3520873,Philippe,Other neighborhoods,Broadview,47.72131,-122.35846,Private room,146,30,17,2021-10-01,0.13,1,365,0,STR-OPLI-19-003395
703058,Home in Seattle · ★4.96 · 2 bedrooms · 2 beds · 1 bath,1611114,Craig,Other neighborhoods,Wallingford,47.65144,-122.33734,Entire home/apt,265,4,212,2023-08-30,1.59,1,122,10,STR-OPLI-19-001188
704764,Rental unit in Seattle · ★4.91 · 2 bedrooms · 2 beds · 1 bath,3620313,Catherine,Queen Anne,North Queen Anne,47.64057,-122.36956,Entire home/apt,175,1,346,2023-08-04,2.64,1,41,18,STR-OPLI-19-001424
706385,Rental unit in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,2070664,Gillian,Cascade,Eastlake,47.64307,-122.32556,Entire home/apt,117,28,554,2023-05-19,4.18,1,79,22,STR-OPLI-19-000453
708774,Rental unit in Seattle · ★4.87 · 1 bedroom · 2 beds · 1 bath,316200,William,Cascade,Eastlake,47.64,-122.32412,Entire home/apt,81,30,139,2023-08-13,1.06,7,170,2,
723723,Home in Seattle · ★4.64 · 1 bedroom · 1 bed · 1 bath,3740695,BleuPapillon,Central Area,Harrison/Denny-Blaine,47.61896,-122.28818,Entire home/apt,524,30,50,2017-08-13,0.38,2,16,0,
723846,Guesthouse in Seattle · ★4.89 · Studio · 1 bed · 1 bath,3737272,Cheryl & Steve,Northgate,Maple Leaf,47.69839,-122.31505,Entire home/apt,134,2,181,2023-06-01,1.40,1,343,7,STR-OPLI-19-002418
748526,Guest suite in Seattle · ★4.64 · 1 bedroom · 1 bed · 1 bath,3932149,Amy,Other neighborhoods,Phinney Ridge,47.67846,-122.36325,Entire home/apt,61,30,86,2021-05-31,0.65,1,260,0,
752483,Townhouse in Seattle · ★4.84 · 2 bedrooms · 2 beds · 2 baths,450548,Vaibhav,Capitol Hill,Broadway,47.618918,-122.315682,Entire home/apt,150,3,203,2022-11-30,1.55,1,0,5,STR-OPLI-19-000434
757840,Home in Seattle · ★4.93 · 4 bedrooms · 7 beds · 2.5 baths,3991908,Becky,Queen Anne,East Queen Anne,47.63349,-122.35611,Entire home/apt,414,4,479,2023-08-21,3.63,1,249,34,STR-OPLI-19-000945
789229,Rental unit in Seattle · ★4.75 · 1 bedroom · 1 bed · 1 bath,1872473,Trong And Annie,Downtown,Pioneer Square,47.59393,-122.33262,Entire home/apt,155,30,123,2019-11-23,0.97,1,0,0,
793629,Home in Seattle · ★4.84 · 1 bedroom · 1 bed · 1 bath,4181120,Candace,Beacon Hill,North Beacon Hill,47.57734,-122.31492,Entire home/apt,121,12,322,2023-08-01,2.46,1,71,10,STR-OPLI-19-003115
797358,Home in Seattle · ★4.91 · 1 bedroom · 1 bed · 1 private bath,4199445,Liam,Rainier Valley,Mount Baker,47.57265,-122.29136,Private room,72,2,181,2023-08-17,1.67,2,0,14,STR-OPLI-19-001423
841274,Rental unit in Seattle · ★4.87 · 1 bedroom · 2 beds · 1 bath,4133943,Jill,Rainier Valley,Mount Baker,47.58548,-122.29458,Entire home/apt,109,3,195,2023-09-12,1.53,1,294,24,STR-OPLI-19-002082
844939,Condo in Seattle · ★4.84 · 1 bedroom · 1 bed · 1 bath,4411144,Emma,Downtown,Belltown,47.61503,-122.3475,Entire home/apt,216,2,223,2023-09-02,1.73,2,124,54,STR-OPLI-19-000420
846763,Home in Seattle · ★4.83 · 1 bedroom · 1 bed · 1 private bath,4421734,Tara,Other neighborhoods,Ravenna,47.67995,-122.30859,Private room,60,30,78,2023-08-03,0.60,1,151,4,
877203,Home in Seattle · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,287172,Laura,Central Area,Atlantic,47.60029,-122.30185,Private room,53,30,107,2023-08-31,0.84,2,179,6,STR-OPLI-19-002301
879181,Home in Seattle · ★4.81 · 1 bedroom · 2 beds · 1.5 shared baths,287172,Laura,Central Area,Atlantic,47.60096,-122.3019,Private room,53,30,102,2023-09-06,0.79,2,315,4,STR-OPLI-19-002301
902609,Guest suite in Seattle · ★4.81 · 1 bedroom · 1 bed · 1 bath,3264544,Fabio,Delridge,Highland Park,47.52383,-122.35287,Entire home/apt,91,2,262,2023-09-15,2.05,5,361,35,STR-OPLI-19-002360
904057,Guesthouse in Seattle · ★4.92 · 1 bedroom · 1 bed · 1 bath,4678869,Errin,Ballard,West Woodland,47.66617,-122.36693,Entire home/apt,149,3,519,2023-09-10,4.03,1,208,42,STR-OPLI-19-000380
942490,Home in Seattle · ★4.48 · 1 bedroom · 3 beds · 1 private bath,4705328,Lisa,Other neighborhoods,Greenwood,47.68726,-122.36279,Private room,105,2,136,2023-08-28,1.07,1,360,5,STR-OPLI-20-000322
948077,Guesthouse in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,365687,Erik,Capitol Hill,Broadway,47.62845,-122.32513,Entire home/apt,188,2,518,2023-09-03,4.06,1,330,65,STR-OPLI-21-000042
993804,Condo in Seattle · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,3169976,Valerie,Other neighborhoods,Laurelhurst,47.66308,-122.2838,Private room,60,30,5,2022-09-26,0.04,1,89,1,
1000883,Guesthouse in Seattle · ★4.89 · 1 bedroom · 1 bed · 1 bath,5486919,Nicole,West Seattle,North Admiral,47.58246,-122.39668,Entire home/apt,125,2,236,2023-09-03,1.90,1,74,18,STR-OPLI-19-003112
1012003,Rental unit in Seattle · ★4.94 · 1 bedroom · 2 beds · 1 bath,5567436,Larry & Suzi,Capitol Hill,Broadway,47.63948,-122.32236,Private room,145,30,36,2019-10-20,0.29,1,260,0,STR-OPLI-19-000062
1023693,Guest suite in Seattle · ★4.93 · 1 bedroom · 1 bed · 1 bath,5635244,Shannon,Ballard,Whittier Heights,47.67936,-122.3704,Entire home/apt,105,3,367,2023-08-27,2.98,2,238,31,STR-OPLI-19-001088
1042022,Rental unit in Seattle · ★4.83 · 1 bedroom · 1 bed · 1 bath,5736221,Lene & Johnny,Capitol Hill,Madison Park,47.63326,-122.28009,Entire home/apt,110,2,373,2023-09-01,2.95,1,306,44,STR-OPLI-19-002937
1043194,Rental unit in Seattle · ★4.81 · 1 bedroom · 4 beds · 1 bath,3294357,Grace,Downtown,First Hill,47.61107,-122.32888,Entire home/apt,175,30,50,2020-08-22,0.41,3,365,0,STR-OPLI-22-000904
1048798,Home in Seattle · ★4.96 · 1 bedroom · 2 beds · 2 baths,5774906,Carter,West Seattle,Fauntleroy,47.52586,-122.38272,Entire home/apt,193,2,458,2023-09-15,3.62,1,221,56,STR-OPLI-19-000502
1097520,Guest suite in Seattle · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,6031552,Jeanie,Rainier Valley,Mount Baker,47.56692,-122.28106,Entire home/apt,121,3,324,2023-08-28,2.57,1,169,26,STR-OPLI-19-003217
1100686,Home in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65417,-122.35402,Private room,78,4,365,2023-09-07,3.22,3,76,15,STR-OPLI-19-001657
1112092,Guesthouse in Seattle · ★4.88 · 1 bedroom · 3 beds · 1 bath,5856339,Anne And Peter,Queen Anne,West Queen Anne,47.63555,-122.365,Entire home/apt,145,7,60,2023-08-10,0.48,1,229,7,STR-OPLI-19-002257
1114695,Home in Seattle · ★4.79 · 3 bedrooms · 1 bed · 2.5 baths,165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.66215,-122.33879,Entire home/apt,361,4,79,2023-01-30,0.63,5,65,3,STR-OPLI-19-001606
1122236,Rental unit in Seattle · ★4.74 · 1 bedroom · 1 bed · 1 bath,1121532,Melissa,Capitol Hill,Broadway,47.62383,-122.32381,Entire home/apt,152,30,144,2023-07-24,1.14,10,365,3,STR-OPLI-19-002120
1125133,Rental unit in Seattle · ★4.03 · 1 bedroom · 1 bed · 1 bath,3074414,Melissa,University District,University District,47.65908,-122.31771,Entire home/apt,120,30,37,2022-09-24,0.29,117,274,1,STR-OPLI-20-000157
1136522,Rental unit in Seattle · ★4.35 · 1 bedroom · 1 bed · 1 bath,3074414,Melissa,Other neighborhoods,Ravenna,47.66988,-122.29925,Entire home/apt,120,30,18,2019-08-18,0.15,117,105,0,
1145148,Home in Seattle · ★4.92 · 7 bedrooms · 3 beds · 2 baths,6278931,Reya & Maketa,Delridge,North Delridge,47.55385,-122.36317,Entire home/apt,495,2,15,2017-11-13,0.12,1,83,0,STR-OPLI-19-001974
1146966,Home in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65474,-122.3526,Private room,80,5,325,2023-09-05,2.60,3,73,15,STR-OPLI-19-001657
1150519,Home in Seattle · ★4.95 · 3 bedrooms · 4 beds · 1.5 baths,6305984,Sarah,University District,University District,47.67113,-122.31419,Entire home/apt,300,30,19,2022-07-27,0.15,1,322,0,
1157083,Condo in Seattle · ★4.71 · 2 bedrooms · 5 beds · 2 baths,3294357,Grace,Downtown,First Hill,47.61248,-122.32861,Entire home/apt,285,3,94,2023-08-14,0.75,3,340,8,STR-OPLI-19-002769
1159111,Rental unit in Seattle · ★4.77 · 2 bedrooms · 3 beds · 1 bath,1787819,Saint,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,173,2,166,2023-08-27,1.33,2,158,26,STR-OPLI-19-001273
1171574,Guest suite in Seattle · ★4.90 · 1 bedroom · 1 bed · 1 bath,4485958,Phil And Andrea,Central Area,Madrona,47.60962,-122.2952,Entire home/apt,89,3,613,2023-09-06,4.90,2,115,48,STR-OPLI-19-000461
1175308,Home in Seattle · ★4.83 · 2 bedrooms · 3 beds · 1 bath,6432543,Jenny,Ballard,Loyal Heights,47.6781,-122.38932,Entire home/apt,215,4,25,2023-08-21,0.20,1,345,3,STR-OPLI-19-003252
1179538,Townhouse in Seattle · ★4.70 · 4 bedrooms · 4 beds · 2.5 baths,6407320,Varun,Ballard,West Woodland,47.67277,-122.3747,Entire home/apt,214,1,10,2023-09-03,0.10,4,66,3,STR-OPLI-22-001697
1205666,Home in Seattle · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,6584748,Sean And Karla,West Seattle,Gatewood,47.53029,-122.38604,Private room,99,1,323,2023-09-15,2.58,2,0,22,STR-OPLI-19-001102
1219691,Cottage in Seattle · ★4.90 · 2 bedrooms · 2 beds · 1 bath,6654033,April King,Northgate,Haller Lake,47.73206,-122.33943,Entire home/apt,119,30,68,2023-03-31,0.55,1,172,2,STR-OPLI-20-000033
1246769,Condo in Seattle · ★4.86 · 1 bedroom · 1 bed · 1 bath,1025723,Dirk & Jaq,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,218,3,406,2023-09-11,3.26,2,77,32,STR-OPLI-19-000427
1256892,Guest suite in Seattle · ★4.90 · 1 bedroom · 2 beds · 1 bath,6846442,Laurie,Other neighborhoods,Phinney Ridge,47.67758,-122.35822,Entire home/apt,107,2,278,2023-09-05,2.23,1,208,22,STR-OPLI-19-000499
1260259,Cottage in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,3009864,Jessica,Magnolia,Lawton Park,47.66046,-122.40292,Entire home/apt,155,5,146,2023-08-27,1.17,1,116,14,STR-OPLI-21-000222
1265651,Rental unit in Seattle · ★4.14 · 2 bedrooms · 3 beds · 2 baths,3074414,Melissa,University District,University District,47.66456,-122.3046,Entire home/apt,165,30,31,2022-05-20,0.27,117,64,0,STR-OPLI-19-002570
1299597,Guest suite in Seattle · ★4.96 · 2 bedrooms · 2 beds · 1 bath,7066141,Kimberly,Central Area,Leschi,47.60179,-122.29357,Entire home/apt,160,2,25,2023-09-05,1.58,1,0,22,STR-OPLI-22-000851
1301535,Guesthouse in Seattle · ★4.86 · 2 bedrooms · 2 beds · 1 bath,468703,Corinne & Tom,Ballard,Loyal Heights,47.68359,-122.38034,Entire home/apt,111,2,341,2023-08-27,3.01,1,152,17,STR-OPLI-19-000874
1351716,Guesthouse in Seattle · ★4.82 · 1 bedroom · 1 bed · 1 bath,6592975,Huong And Bill,Central Area,Atlantic,47.59674,-122.30964,Entire home/apt,95,30,256,2023-09-16,2.06,1,149,3,19-000920
1355094,Townhouse in Seattle · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,5112492,Leah,Capitol Hill,Broadway,47.62195,-122.32262,Private room,33,30,177,2023-03-31,1.43,5,0,4,
